"","Country","Country_code","Series","Series_code","Year","Number"
"1598","Myanmar","MMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","990","464.419058181304"
"1599","Myanmar","MMR","GINI index (World Bank estimate)","SI.POV.GINI","990","0"
"1600","Myanmar","MMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","990","0"
"1601","Philippines","PHL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","990","65.4"
"1602","Philippines","PHL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","990","639.435079306003"
"1603","Philippines","PHL","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","990","0"
"1604","Philippines","PHL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","990","93.5738983154297"
"1605","Philippines","PHL","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","990","21.9038150379164"
"1606","Philippines","PHL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","990","18.1836038071178"
"1607","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","990","6.59"
"1608","Philippines","PHL","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","990","0"
"1609","Philippines","PHL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","990","360.741881733744"
"1610","Philippines","PHL","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","990","22.3990580012915"
"1611","Philippines","PHL","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","990","45.2000007629395"
"1612","Philippines","PHL","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","990","15"
"1613","Philippines","PHL","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","990","39.7000007629395"
"1614","Philippines","PHL","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","990","0"
"1615","Philippines","PHL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","990","27.5162290192409"
"1616","Philippines","PHL","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","990","-530000000"
"1617","Philippines","PHL","GDP per capita (current US$)","NY.GDP.PCAP.CD","990","715.310677678566"
"1618","Philippines","PHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","990","2591.92692088441"
"1619","Philippines","PHL","GINI index (World Bank estimate)","SI.POV.GINI","990","0"
"1620","Philippines","PHL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","990","0"
"1621","Singapore","SGP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","990","100"
"1622","Singapore","SGP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","990","10075.0052535328"
"1623","Singapore","SGP","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","990","0"
"1624","Singapore","SGP","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","990","89.0960006713867"
"1625","Singapore","SGP","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","990","0.339085391517214"
"1626","Singapore","SGP","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","990","0"
"1627","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","990","4.8"
"1628","Singapore","SGP","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","990","0"
"1629","Singapore","SGP","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","990","4983.0463530953"
"1630","Singapore","SGP","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","990","0.540918925798651"
"1631","Singapore","SGP","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","990","0.400000005960464"
"1632","Singapore","SGP","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","990","37.9000015258789"
"1633","Singapore","SGP","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","990","61.7000007629395"
"1634","Singapore","SGP","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","990","0"
"1635","Singapore","SGP","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","990","177.154847795902"
"1636","Singapore","SGP","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","990","-3540955568.63322"
"1637","Singapore","SGP","GDP per capita (current US$)","NY.GDP.PCAP.CD","990","11864.2802127196"
"1638","Singapore","SGP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","990","22167.9516919623"
"1639","Singapore","SGP","GINI index (World Bank estimate)","SI.POV.GINI","990","0"
"1640","Singapore","SGP","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","990","0"
"1641","Thailand","THA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","990","80"
"1642","Thailand","THA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","990","1297.11608000158"
"1643","Thailand","THA","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","990","0"
"1644","Thailand","THA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","990","0"
"1645","Thailand","THA","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","990","12.4996278305399"
"1646","Thailand","THA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","990","1.02210413741775"
"1647","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","990","5.709"
"1648","Thailand","THA","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","990","0"
"1649","Thailand","THA","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","990","709.243497638082"
"1650","Thailand","THA","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","990","0.00226367258239768"
"1651","Thailand","THA","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","990","63.2999992370605"
"1652","Thailand","THA","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","990","13.6000003814697"
"1653","Thailand","THA","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","990","23"
"1654","Thailand","THA","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","990","0"
"1655","Thailand","THA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","990","34.1319282448808"
"1656","Thailand","THA","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","990","-2303372617.88221"
"1657","Thailand","THA","GDP per capita (current US$)","NY.GDP.PCAP.CD","990","1508.28569401057"
"1658","Thailand","THA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","990","4298.5626808215"
"1659","Thailand","THA","GINI index (World Bank estimate)","SI.POV.GINI","990","45.27"
"1660","Thailand","THA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","990","0"
"1661","Vietnam","VNM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","990","87.93774"
"1662","Vietnam","VNM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","990","78.0569467794192"
"1663","Vietnam","VNM","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","990","0"
"1664","Vietnam","VNM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","990","0"
"1665","Vietnam","VNM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","990","38.7367436542925"
"1666","Vietnam","VNM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","990","2.58442230324868"
"1667","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","990","6.362"
"1668","Vietnam","VNM","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","990","0"
"1669","Vietnam","VNM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","990","98.0963907617315"
"1670","Vietnam","VNM","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","990","0"
"1671","Vietnam","VNM","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","990","0"
"1672","Vietnam","VNM","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","990","0"
"1673","Vietnam","VNM","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","990","0"
"1674","Vietnam","VNM","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","990","0"
"1675","Vietnam","VNM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","990","36.0386153908604"
"1676","Vietnam","VNM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","990","0"
"1677","Vietnam","VNM","GDP per capita (current US$)","NY.GDP.PCAP.CD","990","98.0318690725069"
"1678","Vietnam","VNM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","990","970.235652440424"
"1679","Vietnam","VNM","GINI index (World Bank estimate)","SI.POV.GINI","990","0"
"1680","Vietnam","VNM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","990","0"
"1681","China","CHN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","995","0"
"1682","China","CHN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","995","522.038667360814"
"1683","China","CHN","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","995","0"
"1684","China","CHN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","995","0"
"1685","China","CHN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","995","19.5965431961904"
"1686","China","CHN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","995","2.01328211535624"
"1687","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","995","6.57"
"1688","China","CHN","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","995","0"
"1689","China","CHN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","995","770.280241190849"
"1690","China","CHN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","995","0.306077701073703"
"1691","China","CHN","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","995","48.5"
"1692","China","CHN","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","995","21"
"1693","China","CHN","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","995","12.1999998092651"
"1694","China","CHN","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","995","0"
"1695","China","CHN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","995","18.4359465464388"
"1696","China","CHN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","995","-33849200000"
"1697","China","CHN","GDP per capita (current US$)","NY.GDP.PCAP.CD","995","609.656765306952"
"1698","China","CHN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","995","1869.46644952724"
"1699","China","CHN","GINI index (World Bank estimate)","SI.POV.GINI","995","0"
"1700","China","CHN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","995","4.5"
"1701","Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","995","0"
"1702","Indonesia","IDN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","995","902.193991314456"
"1703","Indonesia","IDN","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","995","34.3524284362793"
"1704","Indonesia","IDN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","995","0"
"1705","Indonesia","IDN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","995","17.1383538802556"
"1706","Indonesia","IDN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","995","3.39960644404402"
"1707","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","995","7.347"
"1708","Indonesia","IDN","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","995","0"
"1709","Indonesia","IDN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","995","263.589399041201"
"1710","Indonesia","IDN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","995","3.74199651985877"
"1711","Indonesia","IDN","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","995","44"
"1712","Indonesia","IDN","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","995","18.3999996185303"
"1713","Indonesia","IDN","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","995","37.5999984741211"
"1714","Indonesia","IDN","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","995","0"
"1715","Indonesia","IDN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","995","26.3121645768358"
"1716","Indonesia","IDN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","995","-3743000000"
"1717","Indonesia","IDN","GDP per capita (current US$)","NY.GDP.PCAP.CD","995","1026.27053333905"
"1718","Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","995","4391.08878463892"
"1719","Indonesia","IDN","GINI index (World Bank estimate)","SI.POV.GINI","995","0"
"1720","Indonesia","IDN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","995","3.90000009536743"
"1721","Japan","JPN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","995","0"
"1722","Japan","JPN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","995","34591.0735343049"
"1723","Japan","JPN","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","995","0"
"1724","Japan","JPN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","995","0"
"1725","Japan","JPN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","995","1.75024740512301"
"1726","Japan","JPN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","995","17.5778551642476"
"1727","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","995","7.41"
"1728","Japan","JPN","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","995","0"
"1729","Japan","JPN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","995","7364.89449054919"
"1730","Japan","JPN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","995","1.53308812809544"
"1731","Japan","JPN","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","995","5.69999980926514"
"1732","Japan","JPN","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","995","33.5999984741211"
"1733","Japan","JPN","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","995","60.4000015258789"
"1734","Japan","JPN","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","995","0"
"1735","Japan","JPN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","995","9.05257631497594"
"1736","Japan","JPN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","995","0"
"1737","Japan","JPN","GDP per capita (current US$)","NY.GDP.PCAP.CD","995","42522.0665906054"
"1738","Japan","JPN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","995","22921.5410255259"
"1739","Japan","JPN","GINI index (World Bank estimate)","SI.POV.GINI","995","0"
"1740","Japan","JPN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","995","3.20000004768372"
"1741","Korea, Rep.","KOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","995","0"
"1742","Korea, Rep.","KOR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","995","10613.2585231385"
"1743","Korea, Rep.","KOR","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","995","0"
"1744","Korea, Rep.","KOR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","995","0"
"1745","Korea, Rep.","KOR","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","995","5.82174113394062"
"1746","Korea, Rep.","KOR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","995","12.2467975165255"
"1747","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","995","5.3"
"1748","Korea, Rep.","KOR","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","995","0"
"1749","Korea, Rep.","KOR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","995","3881.02443681325"
"1750","Korea, Rep.","KOR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","995","0.139119681570507"
"1751","Korea, Rep.","KOR","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","995","12.3999996185303"
"1752","Korea, Rep.","KOR","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","995","33.2999992370605"
"1753","Korea, Rep.","KOR","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","995","54.2999992370605"
"1754","Korea, Rep.","KOR","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","995","0"
"1755","Korea, Rep.","KOR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","995","26.6526825471188"
"1756","Korea, Rep.","KOR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","995","1381400000"
"1757","Korea, Rep.","KOR","GDP per capita (current US$)","NY.GDP.PCAP.CD","995","12403.913223896"
"1758","Korea, Rep.","KOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","995","13371.9896745732"
"1759","Korea, Rep.","KOR","GINI index (World Bank estimate)","SI.POV.GINI","995","0"
"1760","Korea, Rep.","KOR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","995","2.09999990463257"
"1761","Cambodia","KHM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","995","0"
"1762","Cambodia","KHM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","995","266.873667198951"
"1763","Cambodia","KHM","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","995","0"
"1764","Cambodia","KHM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","995","0"
"1765","Cambodia","KHM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","995","49.6209814678849"
"1766","Cambodia","KHM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","995","0"
"1767","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","995","11.348"
"1768","Cambodia","KHM","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","995","0"
"1769","Cambodia","KHM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","995","13.4649167386588"
"1770","Cambodia","KHM","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","995","0"
"1771","Cambodia","KHM","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","995","0"
"1772","Cambodia","KHM","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","995","0"
"1773","Cambodia","KHM","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","995","0"
"1774","Cambodia","KHM","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","995","0"
"1775","Cambodia","KHM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","995","31.1841815310837"
"1776","Cambodia","KHM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","995","-150800000"
"1777","Cambodia","KHM","GDP per capita (current US$)","NY.GDP.PCAP.CD","995","321.774639831393"
"1778","Cambodia","KHM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","995","801.064292056175"
"1779","Cambodia","KHM","GINI index (World Bank estimate)","SI.POV.GINI","995","0"
"1780","Cambodia","KHM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","995","1.60000002384186"
"1781","Hong Kong SAR, China","HKG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","995","0"
"1782","Hong Kong SAR, China","HKG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","995","0"
"1783","Hong Kong SAR, China","HKG","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","995","0"
"1784","Hong Kong SAR, China","HKG","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","995","0"
"1785","Hong Kong SAR, China","HKG","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","995","0"
"1786","Hong Kong SAR, China","HKG","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","995","0"
"1787","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","995","5.1"
"1788","Hong Kong SAR, China","HKG","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","995","0"
"1789","Hong Kong SAR, China","HKG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","995","4849.82375205081"
"1790","Hong Kong SAR, China","HKG","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","995","0"
"1791","Hong Kong SAR, China","HKG","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","995","0.600000023841858"
"1792","Hong Kong SAR, China","HKG","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","995","27"
"1793","Hong Kong SAR, China","HKG","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","995","72.4000015258789"
"1794","Hong Kong SAR, China","HKG","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","995","0"
"1795","Hong Kong SAR, China","HKG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","995","142.934979794568"
"1796","Hong Kong SAR, China","HKG","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","995","0"
"1797","Hong Kong SAR, China","HKG","GDP per capita (current US$)","NY.GDP.PCAP.CD","995","23497.4923138193"
"1798","Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","995","23592.394270988"
"1799","Hong Kong SAR, China","HKG","GINI index (World Bank estimate)","SI.POV.GINI","995","0"
"1800","Hong Kong SAR, China","HKG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","995","3.20000004768372"
"1801","Lao PDR","LAO","Access to electricity (% of population)","EG.ELC.ACCS.ZS","995","0"
"1802","Lao PDR","LAO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","995","293.786823548858"
"1803","Lao PDR","LAO","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","995","0"
"1804","Lao PDR","LAO","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","995","60.2513313293457"
"1805","Lao PDR","LAO","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","995","55.6754416489132"
"1806","Lao PDR","LAO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","995","0"
"1807","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","995","11.733"
"1808","Lao PDR","LAO","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","995","0"
"1809","Lao PDR","LAO","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","995","0"
"1810","Lao PDR","LAO","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","995","0"
"1811","Lao PDR","LAO","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","995","85.4000015258789"
"1812","Lao PDR","LAO","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","995","3.5"
"1813","Lao PDR","LAO","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","995","11.1000003814697"
"1814","Lao PDR","LAO","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","995","0"
"1815","Lao PDR","LAO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","995","23.2203889147564"
"1816","Lao PDR","LAO","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","995","-95100000"
"1817","Lao PDR","LAO","GDP per capita (current US$)","NY.GDP.PCAP.CD","995","363.033830832731"
"1818","Lao PDR","LAO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","995","1391.45181052939"
"1819","Lao PDR","LAO","GINI index (World Bank estimate)","SI.POV.GINI","995","0"
"1820","Lao PDR","LAO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","995","2.59999990463257"
"1821","Myanmar","MMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","995","0"
"1822","Myanmar","MMR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","995","0"
"1823","Myanmar","MMR","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","995","0"
"1824","Myanmar","MMR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","995","0"
"1825","Myanmar","MMR","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","995","0"
"1826","Myanmar","MMR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","995","1.18270989641381"
"1827","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","995","9.498"
"1828","Myanmar","MMR","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","995","0"
"1829","Myanmar","MMR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","995","56.1383971181454"
"1830","Myanmar","MMR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","995","0"
"1831","Myanmar","MMR","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","995","0"
"1832","Myanmar","MMR","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","995","0"
"1833","Myanmar","MMR","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","995","0"
"1834","Myanmar","MMR","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","995","0"
"1835","Myanmar","MMR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","995","0"
"1836","Myanmar","MMR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","995","-277199199.50905"
"1837","Myanmar","MMR","GDP per capita (current US$)","NY.GDP.PCAP.CD","995","0"
"1838","Myanmar","MMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","995","653.625678145465"
"1839","Myanmar","MMR","GINI index (World Bank estimate)","SI.POV.GINI","995","0"
"1840","Myanmar","MMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","995","3.79999995231628"
"1841","Philippines","PHL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","995","0"
"1842","Philippines","PHL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","995","990.439905855898"
"1843","Philippines","PHL","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","995","0"
"1844","Philippines","PHL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","995","0"
"1845","Philippines","PHL","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","995","21.6268414035828"
"1846","Philippines","PHL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","995","17.280713998422"
"1847","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","995","6.307"
